CustomerID;Age;Gender;Income;VisitFrequency;AverageSpend;PreferredCuisine;TimeOfVisit;GroupSize;DiningOccasion;MealType;OnlineReservation;DeliveryOrder;LoyaltyProgramMember;WaitTime;ServiceRating;FoodRating;AmbianceRating;HighSatisfaction
676;20;Female;116507;Weekly;16.965.781.016.129.900;Chinese;Dinner;5;Celebration;Takeaway;0;0;0;12.328.760.225.804.600;4;4;5;0
677;51;Male;40666;Weekly;5.466.875.506.129.600;Mexican;Lunch;6;Casual;Takeaway;0;1;1;24.855.225.106.192.200;2;2;3;0
678;21;Male;62296;Weekly;16.118.060.367.418.700;Italian;Lunch;7;Casual;Takeaway;0;1;0;34.620.110.650.025;3;3;3;0
679;40;Female;38099;Weekly;1.188.142.359.169.070;Chinese;Breakfast;1;Casual;Dine-in;1;1;1;20.895.781.235.843.100;3;2;1;0
680;51;Male;105609;Rarely;12.690.320.879.002.200;Chinese;Dinner;6;Business;Takeaway;1;0;0;24.074.857.619.530.400;5;1;5;0
681;68;Male;82470;Weekly;14.645.272.938.499.000;American;Breakfast;1;Celebration;Dine-in;1;0;1;5.359.746.295.306.270;2;4;1;1
682;49;Female;49402;Weekly;9.214.640.869.214.090;American;Lunch;7;Celebration;Takeaway;0;0;0;2.221.527.652.785.800;3;1;4;0
683;59;Male;72461;Rarely;15.340.154.014.573.000;Italian;Lunch;3;Celebration;Takeaway;0;0;0;21.246.883.321.995.000;5;3;2;0
684;68;Female;87140;Weekly;1.408.900.060.528.820;Chinese;Lunch;3;Business;Dine-in;0;1;1;27.003.216.500.832.400;3;1;1;0
685;18;Female;25148;Weekly;1.738.723.104.623.020;American;Lunch;3;Celebration;Takeaway;0;1;0;556.601.747.736.366;3;5;5;0
686;35;Male;79963;Monthly;14.377.762.376.310.900;Mexican;Breakfast;2;Business;Dine-in;1;0;1;27.341.678.618.937.200;3;1;3;0
687;65;Female;92930;Rarely;1.444.566.677.704.110;Italian;Lunch;3;Celebration;Takeaway;0;0;0;4.200.528.823.454.170;1;2;2;0
688;47;Female;50567;Daily;8.131.953.942.329.840;Indian;Lunch;1;Business;Dine-in;0;1;1;10.822.846.793.708.600;4;1;4;1
689;46;Male;84767;Weekly;11.047.363.425.720.300;Indian;Dinner;2;Celebration;Takeaway;0;0;1;43.479.922.222.992.600;5;2;5;0
690;38;Female;35769;Rarely;7.233.102.213.354.320;Italian;Lunch;1;Celebration;Dine-in;0;0;1;45.124.605.611.298.000;5;3;5;0
691;50;Female;52640;Monthly;11.368.673.870.862.400;Italian;Breakfast;2;Business;Takeaway;1;0;1;12.886.172.541.811.900;3;3;1;0
692;23;Female;70427;Weekly;1.544.626.494.649.170;Mexican;Lunch;8;Business;Dine-in;0;1;1;4.290.587.508.712.200;5;1;2;0
693;54;Female;126716;Monthly;17.014.540.938.305.600;Mexican;Breakfast;1;Business;Takeaway;1;0;0;48.388.873.633.684.300;1;2;4;0
694;67;Male;70219;Monthly;1.148.528.704.165.780;Chinese;Dinner;7;Casual;Takeaway;0;1;1;6.855.004.902.725.770;3;5;1;0
695;19;Male;122435;Rarely;11.701.335.770.070.000;Indian;Breakfast;8;Casual;Takeaway;0;0;1;4.528.200.052.685.400;3;4;5;0
696;62;Female;131995;Rarely;14.013.573.003.848.200;Italian;Dinner;8;Celebration;Takeaway;0;0;0;559.270.550.297.639;2;4;2;0
697;30;Female;21526;Daily;10.843.207.100.271.100;Indian;Breakfast;1;Celebration;Dine-in;1;0;0;3.892.803.249.244.070;2;1;4;0
698;50;Female;123950;Rarely;1.900.271.054.295.430;American;Lunch;8;Celebration;Dine-in;0;1;0;30.480.202.435.131.500;1;5;2;0
699;28;Female;105851;Weekly;15.719.163.953.448.400;Indian;Breakfast;5;Celebration;Takeaway;0;0;0;24.851.867.042.504.500;5;1;3;0
700;38;Female;83286;Monthly;7.924.104.572.455.100;Italian;Breakfast;3;Business;Takeaway;0;0;0;23.092.681.786.263.600;1;4;2;0
701;59;Female;136805;Weekly;6.955.224.223.603.510;American;Dinner;6;Celebration;Dine-in;0;0;0;23.548.214.495.866.600;5;1;4;0
702;28;Female;137669;Weekly;5.123.810.599.054.550;Indian;Dinner;8;Celebration;Takeaway;0;0;0;5.782.709.041.146.660;2;2;2;0
703;41;Female;98714;Monthly;15.449.979.122.887.000;Indian;Breakfast;1;Business;Dine-in;1;1;1;43.328.558.132.386.700;4;1;4;1
704;48;Female;106670;Weekly;1.964.614.879.909.690;Italian;Breakfast;2;Celebration;Takeaway;1;1;0;52.068.877.829.146.700;1;1;4;0
705;30;Male;39182;Daily;19.327.413.767.192.100;Italian;Dinner;1;Casual;Dine-in;0;0;1;4.439.602.459.245.660;5;2;4;0
706;46;Female;73317;Weekly;6.330.480.129.880.960;Mexican;Lunch;8;Business;Dine-in;0;0;1;11.250.475.396.482.300;2;2;2;0
707;22;Female;46093;Weekly;7.162.880.175.947.990;Mexican;Dinner;4;Casual;Dine-in;1;0;1;1.763.863.694.668.960;1;2;2;0
708;36;Female;149655;Monthly;6.444.356.242.858.760;American;Dinner;6;Celebration;Takeaway;1;0;1;5.405.142.682.475.040;5;3;1;0
709;44;Female;143378;Weekly;12.802.954.548.748.900;Italian;Breakfast;1;Business;Dine-in;0;0;1;309.671.512.385.177;5;4;2;0
710;19;Female;81440;Rarely;7.974.289.499.864.960;Chinese;Lunch;4;Business;Takeaway;0;0;1;2.201.369.665.656.720;3;5;4;0
711;64;Male;22073;Weekly;2.570.065.876.927.670;Indian;Breakfast;3;Casual;Dine-in;0;0;0;2.150.930.823.846.470;5;1;5;0
712;18;Female;132427;Monthly;694.717.980.138.488;Italian;Breakfast;7;Celebration;Takeaway;0;0;0;15.313.884.431.881.400;3;2;5;0
713;33;Male;95965;Monthly;23.424.586.471.948.100;American;Breakfast;1;Celebration;Dine-in;0;0;0;4.458.358.808.030.980;3;3;3;0
714;50;Male;35296;Weekly;12.759.106.617.400.100;Italian;Dinner;4;Business;Dine-in;0;0;0;23.462.179.316.005.900;3;3;5;0
715;67;Female;45759;Monthly;1.596.555.008.329.880;American;Lunch;6;Casual;Takeaway;0;0;1;8.914.508.225.699.720;5;3;4;0
716;52;Male;103379;Monthly;1.860.016.661.122.380;Chinese;Breakfast;1;Business;Takeaway;0;1;1;4.037.846.581.046.710;3;4;2;0
717;21;Male;94550;Monthly;8.268.534.866.940.790;Chinese;Lunch;2;Celebration;Takeaway;1;0;0;24.060.712.483.634.800;5;5;1;0
718;33;Male;113609;Monthly;4.741.528.773.340.100;Mexican;Breakfast;8;Celebration;Takeaway;1;1;1;3.945.867.191.232.580;1;1;1;0
719;46;Male;74785;Weekly;5.954.093.140.453.140;Mexican;Lunch;2;Casual;Dine-in;1;0;0;4.676.450.187.718.020;3;3;2;0
720;64;Male;68238;Weekly;7.713.059.392.465.500;Indian;Breakfast;1;Business;Takeaway;1;0;1;23.252.417.686.959.500;2;4;4;1
721;59;Female;75129;Monthly;13.565.412.177.929.300;Chinese;Dinner;2;Celebration;Takeaway;0;1;0;3.228.980.108.065.380;4;3;5;0
722;35;Male;33384;Monthly;9.285.100.276.828.090;Indian;Breakfast;6;Casual;Dine-in;0;0;1;17.195.111.134.940.700;3;1;1;0
723;56;Male;99022;Monthly;1.561.174.690.546.510;American;Lunch;1;Business;Takeaway;1;1;0;1.152.363.816.782.200;5;2;2;0
724;37;Male;129956;Weekly;16.979.980.748.113.100;Indian;Lunch;8;Celebration;Dine-in;0;1;1;3.284.283.636.908.170;5;5;1;1
725;43;Female;60400;Monthly;110.493.688.587.641;American;Breakfast;5;Casual;Dine-in;1;0;0;3.426.930.697.531.450;3;2;3;0
726;35;Male;109278;Monthly;17.101.175.179.528.400;Italian;Dinner;6;Celebration;Dine-in;0;1;0;13.507.336.711.468.300;2;3;2;0
727;34;Male;138642;Monthly;442.846.749.730.043;Italian;Dinner;4;Celebration;Takeaway;1;1;1;17.370.943.606.123.600;3;1;5;0
728;55;Male;122223;Weekly;13.435.953.259.895.200;Chinese;Dinner;3;Casual;Dine-in;0;0;1;44.534.005.282.649.600;2;5;3;0
729;30;Female;37083;Monthly;17.469.421.118.930.400;Indian;Breakfast;9;Celebration;Takeaway;0;1;1;35.061.019.634.383.400;1;3;5;0
730;53;Female;101003;Rarely;7.126.849.051.382.050;Italian;Breakfast;1;Celebration;Dine-in;0;0;0;21.967.922.577.124.200;1;3;3;0
731;40;Female;33239;Monthly;16.987.213.987.320.900;Italian;Lunch;7;Celebration;Dine-in;1;1;0;35.750.126.939.653.600;5;4;1;0
732;65;Male;132529;Weekly;5.668.449.581.780.840;Indian;Dinner;3;Casual;Dine-in;0;0;1;4.711.531.211.473.810;4;5;5;1
733;42;Male;31187;Rarely;27.396.140.819.767.600;Mexican;Lunch;9;Celebration;Takeaway;1;0;0;52.294.613.516.131.500;2;2;4;0
734;66;Female;31296;Monthly;18.070.560.670.712.700;Chinese;Dinner;8;Casual;Dine-in;1;0;1;13.819.072.117.100.800;4;4;1;0
735;55;Male;147219;Monthly;5.895.670.906.331.600;Mexican;Lunch;6;Celebration;Dine-in;0;0;0;379.588.096.743.404;4;3;2;0
736;31;Male;81176;Monthly;17.560.797.172.200.800;Mexican;Lunch;4;Celebration;Takeaway;1;0;0;15.952.505.407.965.200;5;1;4;0
737;35;Female;62674;Monthly;5.449.907.538.241.670;Chinese;Breakfast;4;Casual;Takeaway;0;0;0;4.939.157.764.265.880;5;4;4;0
738;19;Female;63136;Monthly;1.650.312.405.911.470;Chinese;Dinner;3;Casual;Takeaway;1;0;1;26.933.251.547.629.200;2;3;5;0
739;40;Female;133056;Rarely;731.242.737.345.211;Mexican;Breakfast;6;Celebration;Takeaway;1;1;0;4.169.616.397.041.190;1;2;3;0
740;49;Male;69311;Daily;788.226.831.281.176;Chinese;Dinner;8;Celebration;Takeaway;1;1;1;2.789.391.375.517.900;2;2;5;1
741;62;Female;109896;Monthly;19.888.872.483.744.400;American;Lunch;7;Celebration;Takeaway;1;0;1;403.957.831.661.206;3;4;1;0
742;42;Female;41414;Monthly;18.933.737.936.924.200;Indian;Dinner;4;Celebration;Takeaway;0;0;0;5.007.847.330.716.490;5;2;4;0
743;56;Female;62028;Monthly;2.541.359.015.427.090;American;Lunch;1;Celebration;Takeaway;0;0;0;52.781.067.039.322.400;2;3;5;0
744;60;Male;30637;Monthly;17.197.542.283.113.000;Mexican;Lunch;3;Celebration;Takeaway;1;0;0;30.750.022.077.290.500;1;2;5;0
745;59;Male;108814;Weekly;63.044.168.675.607.500;American;Dinner;2;Business;Dine-in;0;0;0;5.615.890.278.298.810;1;4;2;0
746;68;Male;102517;Rarely;60.250.086.548.673.700;Italian;Dinner;7;Celebration;Takeaway;0;0;0;6.991.291.838.321.750;1;5;2;0
747;67;Male;47731;Rarely;580.696.988.835.766;American;Dinner;2;Celebration;Dine-in;1;1;1;6.428.324.721.310.160;4;4;1;1
748;64;Female;40967;Monthly;10.180.423.858.473.600;Mexican;Dinner;4;Business;Takeaway;0;0;1;1.963.503.246.971.260;3;2;3;0
749;20;Female;147362;Rarely;4.528.098.822.902.550;Indian;Lunch;2;Business;Dine-in;0;0;0;5.005.664.421.360.040;4;3;4;0
750;62;Male;30306;Monthly;1.289.230.921.272.930;Chinese;Dinner;6;Casual;Takeaway;0;0;1;5.391.950.539.882.880;3;5;5;0
751;53;Male;99064;Weekly;4.692.439.381.567.320;Indian;Lunch;8;Casual;Dine-in;0;1;0;7.345.461.975.500.650;1;1;5;0
752;28;Male;69615;Weekly;5.012.980.680.270.480;Indian;Breakfast;8;Casual;Dine-in;0;1;1;0.7088356291871944;5;5;5;1
753;49;Male;97990;Weekly;9.635.249.578.197.850;Italian;Breakfast;3;Business;Takeaway;0;1;1;4.840.492.032.671.910;3;5;1;0
754;22;Female;129622;Weekly;49.358.642.139.721.000;Italian;Lunch;1;Celebration;Takeaway;0;1;1;5.303.655.060.641.390;2;3;5;0
755;57;Female;104198;Weekly;12.857.454.834.490.300;Italian;Lunch;6;Business;Dine-in;0;0;1;2.799.522.722.376.320;4;3;4;0
756;62;Male;115722;Rarely;20.837.861.562.388.200;Mexican;Dinner;1;Casual;Dine-in;0;0;0;53.036.909.241.723.700;2;1;3;0
757;62;Male;137673;Monthly;8.614.688.538.013.780;Indian;Breakfast;7;Business;Takeaway;1;0;0;59.959.109.959.164.000;1;4;4;0
758;46;Male;90343;Rarely;11.286.492.045.345.500;Italian;Dinner;8;Business;Dine-in;0;0;1;39.251.054.167.838.200;3;4;5;0
759;36;Female;23323;Monthly;18.767.869.038.745.900;Italian;Dinner;7;Celebration;Takeaway;1;0;1;23.549.890.218.472.200;2;5;1;0
760;65;Male;76833;Weekly;11.911.744.566.759.500;Italian;Breakfast;9;Business;Takeaway;0;1;1;50.003.073.737.008.300;4;5;5;0
761;27;Female;79161;Rarely;14.813.437.662.594.900;Indian;Breakfast;3;Celebration;Takeaway;1;1;0;56.650.844.764.624.900;4;4;3;0
762;19;Male;144849;Weekly;5.626.213.020.777.840;Indian;Breakfast;9;Casual;Dine-in;1;0;0;4.476.592.438.247.320;2;2;5;0
763;31;Male;77620;Monthly;14.870.300.833.124.800;Mexican;Breakfast;3;Celebration;Dine-in;1;1;0;37.317.387.444.850.200;1;1;4;0
764;46;Male;112626;Weekly;163.887.318.992.035;Mexican;Breakfast;2;Celebration;Takeaway;0;1;1;9.412.060.949.855.970;3;2;5;1
765;50;Female;62418;Rarely;19.170.694.828.036.200;Chinese;Breakfast;7;Business;Takeaway;0;1;0;35.414.863.500.313.000;5;2;2;0
766;61;Male;96506;Monthly;827.057.917.851.036;Chinese;Lunch;7;Business;Takeaway;0;0;1;8.398.428.906.414.310;3;5;5;0
767;26;Male;103668;Weekly;18.425.312.646.011.100;American;Dinner;7;Business;Dine-in;1;1;1;5.295.483.333.701.490;4;2;2;0
768;23;Male;39932;Weekly;19.717.904.615.346.400;Mexican;Breakfast;5;Business;Dine-in;0;1;1;2.510.452.466.109.740;4;3;5;0
769;47;Male;88700;Rarely;14.528.267.212.337.400;Chinese;Breakfast;4;Casual;Takeaway;0;0;1;9.446.441.156.600.290;2;4;5;0
770;60;Male;92277;Rarely;16.516.616.183.385.600;Italian;Dinner;5;Business;Takeaway;1;0;0;3.157.026.939.907.840;1;5;3;0
771;66;Male;47508;Weekly;39.735.443.630.109.700;American;Lunch;7;Casual;Dine-in;0;0;1;3.806.570.128.966.350;1;2;2;0
772;37;Female;66867;Monthly;11.004.799.437.895.900;Italian;Breakfast;9;Business;Takeaway;0;0;1;1.785.820.676.286.210;2;4;3;0
773;40;Female;59224;Rarely;1.625.509.015.372.460;Chinese;Breakfast;7;Business;Takeaway;0;0;1;4.957.074.116.139.820;4;4;3;0
774;62;Female;142534;Monthly;6.086.597.045.518.750;Indian;Lunch;7;Business;Takeaway;0;1;1;14.512.495.648.632.700;2;2;5;0
775;63;Female;132716;Weekly;1.776.250.712.885.940;Mexican;Breakfast;1;Celebration;Dine-in;1;0;0;4.609.175.074.628.930;1;5;2;0
776;20;Female;38189;Monthly;806.129.610.863.167;Mexican;Dinner;1;Casual;Dine-in;1;1;0;25.920.611.732.818.100;1;4;2;0
777;42;Female;60474;Weekly;19.461.507.364.160.200;Indian;Lunch;1;Business;Dine-in;0;1;0;0.02049403393252769;4;1;2;0
778;60;Female;71105;Weekly;10.989.760.093.919.500;Indian;Breakfast;5;Celebration;Takeaway;0;0;0;12.461.725.723.364.700;2;5;1;0
779;44;Male;38493;Rarely;11.718.333.493.142.400;Italian;Lunch;5;Casual;Dine-in;0;1;0;2.674.111.513.983.050;1;4;3;0
780;23;Male;84982;Weekly;9.453.822.338.134.520;Italian;Dinner;3;Casual;Takeaway;1;1;1;18.882.545.471.534.400;3;4;3;1
781;65;Female;59454;Monthly;15.450.568.630.010.800;Italian;Dinner;4;Business;Takeaway;0;1;0;242.654.783.646.157;3;5;4;0
782;67;Female;84121;Monthly;7.204.320.631.323.580;Italian;Lunch;8;Casual;Takeaway;0;0;1;4.182.277.174.881.360;2;1;4;0
783;63;Female;140124;Monthly;6.508.924.962.918.790;Chinese;Dinner;4;Celebration;Takeaway;0;0;1;1.713.696.126.163.640;4;1;2;0
784;68;Female;94282;Monthly;18.183.020.709.907.900;Mexican;Lunch;9;Celebration;Dine-in;1;0;0;39.243.121.226.800.300;5;4;1;0
785;24;Male;31796;Daily;54.762.343.208.731.700;Italian;Dinner;9;Business;Takeaway;0;0;0;56.499.407.010.275.300;3;5;5;0
786;27;Male;56966;Monthly;32.964.529.365.382.400;Italian;Breakfast;9;Celebration;Dine-in;0;0;0;58.513.454.859.649.800;3;3;1;0
787;50;Female;64939;Monthly;1.133.417.551.234.610;Chinese;Lunch;4;Casual;Dine-in;0;1;0;4.649.268.651.138.410;3;4;2;0
788;25;Male;117497;Monthly;1.246.264.536.960.260;Chinese;Breakfast;6;Celebration;Dine-in;0;0;0;18.277.311.876.049.600;4;2;3;0
789;30;Male;46377;Daily;19.816.153.126.424.300;Italian;Lunch;6;Business;Dine-in;0;1;0;278.272.868.886.441;1;3;2;0
790;58;Female;97030;Weekly;1.580.323.675.513.530;American;Dinner;3;Casual;Takeaway;0;0;1;2.785.747.132.410.030;2;5;2;0
791;67;Male;117452;Daily;17.531.373.927.611.400;Indian;Lunch;4;Business;Takeaway;1;1;1;44.627.542.480.910.800;1;5;5;1
792;57;Female;101362;Weekly;975.038.811.162.247;Mexican;Lunch;3;Celebration;Takeaway;1;0;1;2.524.771.261.569.690;1;1;1;0
793;65;Male;60717;Daily;6.635.946.150.585.390;Mexican;Breakfast;1;Casual;Dine-in;0;1;1;50.458.591.342.416.900;2;3;2;0
794;67;Female;52717;Rarely;7.229.703.458.246.380;Indian;Breakfast;8;Celebration;Dine-in;0;1;1;4.254.176.173.334.550;5;2;4;1
795;35;Female;78909;Rarely;3.184.435.109.354.050;American;Dinner;6;Casual;Dine-in;1;0;1;30.167.191.384.080.800;3;2;4;0
796;63;Male;130870;Weekly;7.565.118.253.051.880;Indian;Dinner;7;Business;Takeaway;1;0;0;4.250.120.086.329.450;3;4;1;0
797;59;Male;149006;Weekly;15.626.111.540.181.300;Mexican;Lunch;9;Celebration;Dine-in;0;0;0;49.362.536.769.025.000;3;1;1;0
798;42;Male;120750;Rarely;18.271.142.846.916.600;American;Lunch;1;Celebration;Takeaway;1;0;0;2.080.186.860.877.180;1;5;1;0
799;39;Male;97583;Rarely;12.409.763.666.589.600;Indian;Dinner;1;Celebration;Takeaway;0;0;0;463.865.749.326.132;3;4;5;0
800;43;Male;32863;Monthly;1.812.632.909.578.460;Chinese;Dinner;5;Business;Takeaway;0;1;1;5.081.000.251.264.150;3;4;1;0
801;52;Male;111967;Rarely;1.377.476.553.926.170;American;Lunch;8;Casual;Dine-in;0;1;0;20.887.858.932.605.200;2;5;4;0
802;52;Male;143420;Rarely;17.678.397.933.412.200;Mexican;Lunch;5;Celebration;Dine-in;0;0;1;4.365.004.405.085.760;3;3;3;0
803;66;Female;28073;Weekly;1.670.862.907.790.410;Chinese;Dinner;3;Celebration;Takeaway;0;0;1;0.8387493070477969;5;1;1;0
804;22;Female;120539;Daily;9.234.242.103.351.990;Chinese;Lunch;9;Casual;Takeaway;0;1;1;27.241.392.164.311.600;5;2;3;0
805;34;Female;112055;Rarely;16.734.391.002.167.600;American;Lunch;9;Casual;Dine-in;0;1;0;30.649.036.730.269.700;4;3;4;0
806;53;Female;48489;Weekly;17.000.275.538.261.700;Indian;Dinner;1;Casual;Takeaway;1;0;1;40.306.227.086.887.400;2;4;3;0
807;57;Female;142449;Rarely;10.263.996.746.740.600;Italian;Breakfast;5;Business;Takeaway;0;0;0;4.227.810.518.380.420;2;3;5;0
808;58;Female;132047;Weekly;21.166.367.672.278.100;American;Dinner;7;Business;Takeaway;0;0;1;14.857.722.498.541.000;5;5;1;0
809;42;Male;84666;Monthly;8.378.438.946.089.130;Italian;Breakfast;7;Casual;Dine-in;1;0;0;22.367.982.393.571.800;2;4;2;0
810;46;Female;109006;Rarely;5.220.963.087.162.130;Italian;Dinner;8;Business;Takeaway;0;0;1;4.004.128.854.732.070;3;5;1;0
811;59;Male;43697;Monthly;5.057.543.420.593.000;Italian;Breakfast;6;Celebration;Dine-in;0;0;1;56.157.617.811.236.100;1;3;4;0
812;41;Female;132528;Weekly;16.485.225.727.922.900;Chinese;Dinner;2;Celebration;Dine-in;0;1;0;2.048.668.881.215.920;2;2;5;1
813;22;Female;90630;Monthly;10.787.861.744.745.500;American;Lunch;4;Casual;Takeaway;1;1;0;5.320.459.848.089.170;2;4;1;0
814;25;Male;30580;Weekly;19.752.039.216.896.000;Indian;Lunch;7;Celebration;Takeaway;0;0;1;5.151.607.010.754.030;1;2;5;0
815;30;Female;106716;Monthly;7.997.055.862.552.900;Mexican;Breakfast;1;Celebration;Dine-in;0;0;1;59.862.386.247.726.200;2;1;4;0
816;23;Male;107630;Rarely;9.554.284.391.700.440;Italian;Dinner;2;Celebration;Dine-in;0;0;0;52.390.291.786.570.700;4;4;5;0
817;50;Female;114661;Rarely;1.350.928.453.927.550;American;Lunch;5;Celebration;Takeaway;0;1;1;5.875.510.618.949.430;2;2;1;0
818;38;Male;124096;Weekly;11.807.726.945.372.600;Chinese;Breakfast;5;Business;Dine-in;0;0;1;4.811.657.511.133.030;1;5;4;0
819;44;Male;78605;Rarely;15.493.974.170.365.100;Mexican;Dinner;3;Celebration;Takeaway;0;1;0;0.0013802966698150954;2;3;5;0
820;55;Female;25889;Monthly;3.684.967.781.545.090;Chinese;Breakfast;9;Casual;Takeaway;0;0;0;22.998.966.319.675.200;5;1;2;0
821;59;Female;66116;Rarely;5.219.439.457.326.050;Mexican;Lunch;8;Celebration;Takeaway;1;0;0;26.067.284.933.102.000;1;4;1;0
822;39;Male;81042;Monthly;1.141.059.013.614.590;Mexican;Lunch;8;Business;Dine-in;0;1;1;51.683.657.814.721.800;1;5;2;0
823;40;Male;96164;Monthly;5.914.036.737.221.900;Italian;Dinner;1;Casual;Takeaway;0;0;1;30.533.702.797.870.000;4;4;4;0
824;28;Male;55083;Monthly;17.661.044.905.704.800;Indian;Dinner;6;Casual;Takeaway;0;0;0;5.425.606.515.142.510;5;2;4;0
825;47;Male;81504;Weekly;1.999.735.265.228.340;Mexican;Lunch;3;Celebration;Dine-in;0;0;1;6.168.722.560.922.800;5;2;2;1
826;56;Female;136815;Monthly;4.492.944.195.611.120;American;Dinner;4;Business;Dine-in;0;0;1;4.803.267.480.811.680;2;5;1;0
827;61;Male;105862;Weekly;45.784.535.364.855.000;Mexican;Dinner;7;Celebration;Dine-in;1;0;0;43.715.940.756.179;2;4;4;0
828;34;Male;64756;Weekly;11.534.299.221.949.500;Mexican;Breakfast;4;Casual;Takeaway;0;1;1;50.842.745.265.818.200;2;4;1;0
829;43;Female;148425;Weekly;5.339.787.916.146.900;Indian;Dinner;3;Business;Takeaway;0;1;0;23.512.129.120.837.400;1;3;4;0
830;18;Female;88711;Weekly;16.829.056.314.968.900;Italian;Dinner;9;Celebration;Takeaway;1;0;1;1.275.702.476.072.650;1;5;5;1
831;49;Female;37343;Monthly;8.926.542.067.423.730;Chinese;Dinner;8;Casual;Dine-in;0;1;1;3.329.199.316.820.870;1;2;1;0
832;42;Female;23262;Weekly;9.858.966.675.519.240;Chinese;Breakfast;6;Celebration;Takeaway;0;0;0;15.928.013.050.041.900;3;5;3;0
833;59;Female;138471;Weekly;13.889.778.950.491.200;Indian;Lunch;5;Business;Dine-in;1;0;0;4.808.229.932.964.470;4;1;2;0
834;35;Male;69161;Rarely;16.129.108.141.657.400;Chinese;Lunch;3;Celebration;Takeaway;0;0;1;7.583.096.137.113.910;3;5;2;0
835;57;Female;85820;Daily;7.939.777.997.059.020;Chinese;Breakfast;5;Casual;Dine-in;0;1;1;4.288.181.161.081.650;1;2;3;0
836;69;Male;124582;Weekly;35.922.393.627.859.900;American;Breakfast;8;Business;Takeaway;0;0;0;2.736.207.071.420.360;1;5;3;0
837;37;Male;81926;Daily;51.082.843.654.052.100;Indian;Lunch;8;Casual;Dine-in;0;0;1;560.441.952.890.185;2;5;2;0
838;52;Male;100057;Monthly;12.766.224.521.293.000;Indian;Breakfast;7;Business;Dine-in;0;1;0;1.108.474.823.230.340;4;3;1;0
